X,Y,OBJECTID,CRSH_ID,DATE_VAL_Y,DATE_VAL_M,DATE_VAL_1,DATE_VAL_D,DAY_OF_WEE,DAY_OF_W_1,MILT_TIME,CASE_NUM,CRSH_TYPE_,CRASH_TYPE,CRSH_LEVL,PRIMARY_CA,PRIMARY__1,SECONDARY_,SECONDARY1,LATITUDE,LONGITUDE,StreetID
1416180.81210601,580084.230856001,6882,1259160,2024,6,June,7,6,Friday,1429,20240607142903,23,"Left turn, same roadway",2,20,Inattention,0, ,35.328078,-80.957526,
1480922.81523101,567680.672106013,6883,1213747,2023,5,May,29,2,Monday,1733,20230529173301,15,Pedalcyclist,2,28,Visibility obstructed,0, ,35.297316,-80.739767,
1481067.25273101,546359.937106013,6884,1140775,2022,5,May,5,5,Thursday,1720,20220505172000,14,Pedestrian,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.23875,-80.738032,
1471665.40773101,584665.578356013,6885,1097967,2020,7,July,1,4,Wednesday,1958,20200701195801,14,Pedestrian,1,6,Exceeded authorized speed limit,0, ,35.343527,-80.771804,
1463321.84710601,535177.443356007,6886,1194589,2022,12,December,16,6,Friday,1309,20221216130900,1,Ran off road right,2,7,Exceeded safe speed for conditions,0, ,35.207161,-80.796775,
1490376.06523101,540701.293356001,6887,1082387,2020,12,December,31,5,Thursday,1901,20201231190101,27,Head on,1,7,Exceeded safe speed for conditions,0, ,35.223648,-80.706535,
1438285.17523101,557285.670231014,6888,1125185,2021,11,November,11,5,Thursday,114,20211111011400,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.266622,-80.88198,
1420440.09398101,551921.986481011,6889,1193935,2022,12,December,11,1,Sunday,1517,20221211151701,2,Ran off road left,2,32,Other*,0, ,35.250943,-80.941402,
1472490.40898101,565409.755231008,6890,1233107,2023,11,November,1,4,Wednesday,814,20231101081400,24,"Left turn, different roadways",2,33,Unable to determine,0, ,35.290668,-80.767888,
1454407.91085601,544416.267731011,6891,1282462,2024,12,December,9,2,Monday,215,20241209021500,14,Pedestrian,1,33,Unable to determine,0, ,35.232095,-80.827181,
1477976.31773101,570836.341481,6892,1268076,2024,8,August,25,1,Sunday,2202,20240825220201,30,Angle,2,18,Other improper passing,0, ,35.305843,-80.749827,
1434416.67148101,509639.432106003,6893,1251098,2024,3,March,31,1,Sunday,144,20240331014400,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.135527,-80.891896,
1442228.17335601,474848.397731006,6894,1201229,2023,2,February,10,6,Friday,1228,20230210122800,27,Head on,1,11,Crossed centerline/going wrong way,0, ,35.040354,-80.863588,
1473739.12710601,555329.348981008,6895,1265251,2024,8,August,1,5,Thursday,54,20240801005600,21,"Rear end, slow or stop",2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.263036,-80.763104,
1475121.66085601,535849.98773101,6896,1268288,2024,8,August,23,6,Friday,2347,20240823234701,1,Ran off road right,1,34,Unknown,0, ,35.209589,-80.757318,
1422456.64398101,532227.329606012,6897,1000265,2020,2,February,1,7,Saturday,2316,20200201231603,1,Ran off road right,2,33,Unable to determine,0, ,35.196947,-80.933364,
1406314.24898101,517185.814606011,6898,1242325,2024,1,January,18,5,Thursday,741,20240118075805,21,"Rear end, slow or stop",2,33,Unable to determine,0, ,35.15475,-80.98638,
1415931.496481,504112.210856006,6899,1052372,2020,10,October,18,1,Sunday,2056,20201018205600,15,Pedalcyclist,2,0,No contributing circumstance indicated,0, ,35.119359,-80.95335,
1438987.89648101,510370.573981002,6900,2244279,2024,9,September,12,5,Thursday,514,20240912051400,14,Pedestrian,1,4,Disregarded traffic signals,0, ,35.137774,-80.876655,
1475415.45710601,573039.066481009,6901,1129118,2021,12,December,22,4,Wednesday,337,20211222034001,21,"Rear end, slow or stop",1,8,Failure to reduce speed,0, ,35.31177,-80.75854,
1446057.247106,567046.632731006,6902,1052349,2020,10,October,17,7,Saturday,344,20201017034400,2,Ran off road left,2,33,Unable to determine,0, ,35.293839,-80.856558,
1444130.75085601,535447.328981012,6903,1196149,2022,12,December,29,5,Thursday,1822,20221229182202,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.206931,-80.861028,
1480773.49148101,544456.260231003,6904,1230553,2023,10,October,12,5,Thursday,1350,20231012135000,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.233506,-80.738904,
1486233.29585601,523324.204606012,6905,1129489,2021,12,December,26,1,Sunday,1847,20211226184700,27,Head on,1,11,Crossed centerline/going wrong way,0, ,35.175712,-80.719397,
1434758.35835601,515880.727731004,6906,1275813,2024,10,October,16,4,Wednesday,250,20241016025000,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.152691,-80.891151,
1449824.20335601,572108.621481001,6907,1062992,2020,8,August,8,7,Saturday,1540,20200808154003,21,"Rear end, slow or stop",1,8,Failure to reduce speed,0, ,35.307938,-80.844251,
1420251.635856,509538.967106014,6908,1200923,2023,2,February,8,4,Wednesday,1619,20230208161903,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.1345,-80.93926,
1451567.29960601,557226.462731004,6909,1264928,2024,7,July,14,1,Sunday,1649,20240714164900,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.267143,-80.837486,
1455926.88148101,581868.598981008,6910,1084988,2021,3,March,20,7,Saturday,2254,20210320225401,2,Ran off road left,2,0, ,0, ,35.33506,-80.8244,
1469695.23710601,532809.223981008,6911,1239772,2023,12,December,19,3,Tuesday,543,20231219054300,1,Ran off road right,1,14,Overcorrected/oversteered,0, ,35.20097,-80.7753,
1498248.712731,535713.09710601,6912,1042342,2020,7,July,20,2,Monday,1138,20200720113802,14,Pedestrian,1,8,Failure to reduce speed,0, ,35.210313,-80.679895,
1472495.95398101,565402.740231007,6913,1118261,2021,9,September,5,1,Sunday,56,20210905005600,24,"Left turn, different roadways",1,33,Unable to determine,0, ,35.290649,-80.767869,
1461363.53523101,562320.114606008,6914,1245863,2024,2,February,10,7,Saturday,1922,20240210192201,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.28163,-80.804982,
1480798.95523101,574197.81585601,6915,996968,2020,1,January,17,6,Friday,1456,20200117145600,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.315214,-80.740565,
1476859.11148101,548505.821481004,6916,1104683,2021,6,June,22,3,Tuesday,1609,20210622160902,24,"Left turn, different roadways",2,20,Inattention,0,None (no unusual conditions),35.244442,-80.75225,
1476164.103981,526318.05023101,6917,1118293,2021,9,September,5,1,Sunday,2021,20210905202100,23,"Left turn, same roadway",1,19,Failed to yield right of way,0, ,35.183453,-80.753265,
1473223.78523101,550355.656481013,6918,2244283,2024,5,May,8,4,Wednesday,1743,20240508174301,1,Ran off road right,1,32,Other*,0, ,35.249347,-80.764534,
1468063.713356,579671.070856005,6919,1281496,2024,12,December,8,1,Sunday,715,20241208071901,5,Overturn/rollover,2,5,Disregarded road markings,0, ,35.329629,-80.783579,
1478436.336481,566391.370231003,6920,1019743,2020,5,May,10,1,Sunday,2119,20200510211905,14,Pedestrian,2,0, ,0, ,35.293654,-80.748023,
1408737.308981,510464.704606012,6921,1018542,2020,5,May,5,3,Tuesday,2300,20200505230201,21,"Rear end, slow or stop",2,7,Exceeded safe speed for conditions,0, ,35.136419,-80.977827,
1482831.949606,555225.289606005,6922,1114232,2021,6,June,27,1,Sunday,213,20210627021301,14,Pedestrian,1,0, ,0, ,35.26319,-80.732641,
1464789.45585601,560384.104606003,6923,1119325,2021,9,September,17,6,Friday,1001,20210917100102,15,Pedalcyclist,1,20,Inattention,0, ,35.276482,-80.793387,
1447409.87835601,475117.382106006,6924,1272485,2024,9,September,30,2,Monday,1214,20240930121402,21,"Rear end, slow or stop",2,20,Inattention,0,None (no unusual conditions),35.041359,-80.846296,
1480864.80023101,544758.601481006,6925,1032450,2020,7,July,11,7,Saturday,1452,20200711145201,24,"Left turn, different roadways",2,20,Inattention,0, ,35.234341,-80.738616,
1409481.711481,494671.093981013,6926,1212744,2023,5,May,21,1,Sunday,1342,20230521134203,30,Angle,2,19,Failed to yield right of way,0, ,35.093072,-80.974287,
1476010.78835601,525201.097731009,6927,1031041,2020,7,July,7,3,Tuesday,1549,20200707154904,28,"Sideswipe, same direction",2,19,Failed to yield right of way,0, ,35.180377,-80.753712,
1460385.18835601,493020.841481,6928,1127525,2021,12,December,6,2,Monday,2225,20211206222503,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.0912,-80.80404,
1477273.96960601,534198.348356009,6929,1179764,2022,10,October,30,1,Sunday,1725,20221030172501,2,Ran off road left,2,32,Other*,0, ,35.205156,-80.750016,
1478533.637106,591269.941481009,6930,1117639,2021,8,August,30,2,Monday,301,20210830030102,1,Ran off road right,2,30,Alcohol use,0, ,35.362005,-80.749166,
1423647.39085601,529615.308981001,6931,1046273,2020,9,September,19,7,Saturday,748,20200919074800,2,Ran off road left,2,6,Exceeded authorized speed limit,0, ,35.189835,-80.929209,
1427046.12585601,557730.593981013,6932,1035415,2020,7,July,21,3,Tuesday,302,20200721030200,27,Head on,2,11,Crossed centerline/going wrong way,0, ,35.267253,-80.919655,
1440086.05398101,555046.395231009,6933,1256058,2024,5,May,8,4,Wednesday,1153,20240508115300,26,"Right turn, different roadways",1,19,Failed to yield right of way,0, ,35.260564,-80.875806,
1461395.400231,562381.780856013,6934,1117960,2021,9,September,1,4,Wednesday,2133,20210901213300,23,"Left turn, same roadway",2,30,Alcohol use,0, ,35.281801,-80.804879,
